gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante;centre_type
1849;CP - US Meaux Chauconin-Neufmontiers / Centre Pénitentiaire de Meaux-Chauconin-Neufmontiers;930446;0.74;77335_9c4eg1;;Rue du Lycee;77124;77335;Chauconin-Neufmontiers;48.958;2.86414;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;;126;2021-03-12 10:13:15.346313;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1851;CD - Melun / Centre de Détention de Melun;101744;0.96;77288_0360_00010;10;Quai de la Courtille;77000;77288;Melun;48.5355;2.66195;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;;126;2021-03-12 10:14:02.706544;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1852;MC - USMP de Poissy / Maison Centrale de Poissy;101762;0.96;78498_0020_00017;17;Rue de l?Abbaye;78300;78498;Poissy;48.9287;2.03857;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;;126;2021-03-12 10:14:25.987261;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1853;EPM - US de Porcheville / Etablissement spécialisé pour mineurs de Porcheville;636825;0.71;78501_1070;;Chemin Rouen Paris;78440;78501;Porcheville;48.9888;1.76737;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;;126;2021-03-12 10:14:50.490397;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1854;MA - US MA de Versailles / Maison d'Arrêt de Versailles;101655;0.98;78646_2180_00028;28;Avenue de Paris;78000;78646;Versailles;48.8005;2.13489;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;;126;2021-03-12 10:15:10.357442;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1855;MA - US MA de Bois d'Arcy / Maison d'Arrêt de Versailles;101655;0.98;78646_2180_00028;28;Avenue de Paris;78000;78646;Versailles;48.8005;2.13489;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;;126;2021-03-12 10:15:32.594612;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1846;MA - USDSS / Maison d'Arrêt d'Amiens;101657;0.9;80021_2420_00085;85;Avenue de la Defense Passive;80080;80021;Amiens;49.9085;2.32388;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;;101;2021-04-02 10:09:36.095794;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1856;MA - US Fleury Mérogis / Maison d'Arrêt de Fleury-Mérogis;101673;0.96;91235_1850_00007;7;Avenue des Peupliers;91700;91235;Fleury-Mérogis;48.6404;2.37316;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;;126;2021-03-12 10:15:55.557211;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1860;EPM - US EPM / Etablissement Spécialisé pour mineurs d'Orvault;636733;0.96;44114_2007;"";Avenue de la Jalière;44700;44114;Orvault;47.2664;-1.59205;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1857;MA - Nanterre / Maison d'Arrêt de Nanterre-Hauts-de-Seine;101674;0.86;92050_1542_00133;133;Avenue de la Commune de Paris;92000;92050;Nanterre;48.9065;2.20514;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;;126;2021-03-12 10:16:18.795096;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1858;MA - US Villepinte / Maison d'Arrêt de Villepinte-Seine-Saint-Denis;908572;0.96;93078_1371;;Avenue Vauban;93420;93078;Villepinte;48.9672;2.55175;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;;126;2021-03-12 10:16:40.573993;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1859;MA - US Maison d'Arrêt d'Osny / Maison d'Arrêt d'Osny-Val-d'Oise;908573;0.6;95476_0130;;Chemin de Boissy à Pontoise;95520;95476;Osny;49.0644;2.04989;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;;126;2021-03-12 10:17:01.320774;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1865;MA - US CHD VENDEE / Maison d'Arrêt de La Roche-sur-Yon;101665;0.97;85191_0110_00020;20;Boulevard d?Angleterre;85000;85191;La Roche-sur-Yon;46.6755;-1.426;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;;10695;2021-03-26 09:52:21.3082;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1867;CP - US de Caen / Maison d'Arrêt de Caen;101544;0.89;14118_3405_00010;10;Rue General Duparge;14000;14118;Caen;49.1833;-0.391071;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1868;MA - US de la maison d'arrêt de Caen / Maison d'Arrêt de Caen;101544;0.89;14118_3405_00010;10;Rue General Duparge;14000;14118;Caen;49.1833;-0.391071;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1862;MA - USMP / Maison d'Arrêt d'Angers;101594;0.87;49007_5810_00001;1;Place Olivier Giran;49100;49007;Angers;47.4743;-0.541484;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;;10695;2021-05-03 14:30:45.966473;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1869;MA - UnitéSanitaire de la maison d'arret d'Evreux / Maison d'Arrêt d'Evreux;101562;0.97;27229_2620_00092;92;Rue Pierre Semard;27000;27229;Évreux;49.0158;1.16712;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1870;MA - US CHPC / Maison d'Arrêt de Cherbourg;101595;0.6;50129_2130_00002;2;Rue Louis Vastel;50100;50129;Cherbourg-en-Cotentin;49.6372;-1.62376;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1871;MA - US / Maison d'Arrêt de Coutances;101596;0.96;50147_1830_00003;3;Rue de la Verjusière;50200;50147;Coutances;49.0508;-1.44173;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1872;CP - US de Condé sur Sarthe / Centre Pénitentiaire Alençon-Condé-sur-Sarthe;642922;0.49;61117_0046;"";Rue du Pont Percé;61250;61117;Condé-sur-Sarthe;48.4363;0.022828;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1873;CD - US du Centre Hospitalier d'Argentan / Centre de Détention d'Argentan;908915;0.95;61006_tawhmn;"";Le Frichot;61200;61006;Argentan;48.7231;0.008345;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1882;MA - US Tulle / Maison d'Arrêt de Tulle;101552;0.69;19272_3210_00026;26;Rue Souham;19000;19272;Tulle;45.2751;1.76922;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;18117;2021-05-04 10:14:37.928235;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1875;MA - USS et USP / Maison d'Arrêt de Rouen;101649;0.88;76540_3134_00169;169;Boulevard de l?Europe;76100;76540;Rouen;49.4338;1.07762;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1880;MA - US de SAINTES / Maison d'Arrêt de Saintes;101549;0.97;17415_0200_00059_bis;59 bis;Rue de l?Arc de Triomphe;17100;17415;Saintes;45.7457;-0.625664;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1877;MA - Maison d'arrêt d'angouleme / Maison d'Arrêt d'Angoulême;101547;0.98;16015_3780_00112;112;Rue Saint Roch;16000;16015;Angoulême;45.6504;0.166014;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;51;2021-03-22 17:08:04.568191;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1879;CD - US de BÉDENAC / Centre de Détention de Bédenac;907699;0.93;17038;;Bedenac;17210;17038;Bedenac;45.1736;-0.305804;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;18102;2021-03-31 16:27:50.519623;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1884;MA - C.H. de Guéret / Maison d'Arrêt de Guéret;101557;0.96;23096_1730_00009;9;Avenue de la République;23000;23096;Guéret;46.1702;1.87208;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;51;2021-03-23 10:52:55.208632;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1881;MA - US / Maison d'Arrêt de Rochefort;101548;0.91;17299_1185_00011_ter;11 ter;Rue du Maréchal Gallieni;17300;17299;Rochefort;45.9417;-0.961569;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;18102;2021-04-22 10:58:57.52365;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1876;CP - US / Centre pénitentiaire du Havre;639610;0.94;76563_pj82xy;;Routot;76430;76563;Saint-Aubin-Routot;49.5163;0.292263;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;;11533;2021-04-22 11:36:25.064671;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1889;CP - centre pénitentiaire de Mont de Marsan / Centre Pénitentiaire de Mont-De-Marsan;637264;0.96;40192_1693;;Chemin de Pémégnan;40000;40192;Mont-de-Marsan;43.8971;-0.461212;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;18107;2021-03-24 15:41:12.277621;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;"{USMP,""Séc. Civ. concourant""}"
1885;CD - Unité Sanitaire Niveau 1 - Centre de Détention de MAUZAC / Centre de Détention de Mauzac;908904;0.39;24260_0270;;Route de Dautre;24150;24260;Mauzac-et-Grand-Castang;44.8723;0.777159;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;206;2021-03-24 12:52:45.3694;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1890;MA - Unité Sanitaire de niveau 1 / Maison d'Arrêt de Limoges;101667;0.97;87085_5380_00017_bis;17 bis;Place Winston Churchill;87000;87085;Limoges;45.8316;1.25168;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;51;2021-03-25 11:14:00.638144;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1887;CD - US CD de NEUVIC / Maison d'Arrêt de Périgueux;101558;0.96;24322_0540_00002;2;Place Beleyme;24000;24322;Périgueux;45.1886;0.718927;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;51;2021-03-25 11:21:04.033253;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1886;MA - US PERIGUEUX / Maison d'Arrêt de Périgueux;101558;0.99999990251874;24322_1010_00003;2;Place Beleyme;24000;24322;Périgueux;45.1886;0.719136;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;51;2021-03-25 11:22:36.21958;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1898;MA - Unité Sanitaire en Milieu Pénitentiaire du CH Carcassonne / Maison d'Arrêt de Carcassonne;101539;0.92;11069_1810_00003;3;Avenue du Général Leclerc;11000;11069;Carcassonne;43.2108;2.3626;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1899;MA - US / Maison d'Arrêt de Rodez / Maison d'Arrêt de Rodez;642923;0.82;12090_sds65v_00870;870;Rue des Routiers;12510;12090;Druelle Balsac;44.3783;2.5359;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1900;MA - US DE LA MAISON D'ARRET DE NIMES / Maison d'Arrêt de Nîmes;101567;0.73;30189_7755_00131;131;Chemin de Tholozan;30000;30189;Nîmes;43.8664;4.356;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1901;CP - US de la Maison d'Arret Seysses / CHU Toulouse / Centre de Détention de Muret;101727;0.96;31395_1711;"";Route de Seysses;31600;31395;Muret;43.4857;1.32001;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1902;CD - US du Centre de Détention de Muret / CHU Toulouse / Centre de Détention de Muret;101727;0.96;31395_1711;"";Route de Seysses;31600;31395;Muret;43.4857;1.32001;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1903;CP - US CENTRE HOSPITALIER DE BEZIERS / Centre Pénitentiaire de Béziers;637841;0.96;34032_d9u50j_00861;861;Route de Saint-Pons;34500;34032;Béziers;43.3412;3.18472;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1891;0 - US / Maison d'Arrêt d'Agen;101592;0.97;47001_2750_00044;44;Rue Montaigne;47000;47001;Agen;44.1992;0.617271;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;51;2021-03-22 17:04:58.332639;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1894;MA - USMP de PAU / Maison d'Arrêt de Pau;101627;0.97;64445_4280_00014_bis;14 bis;Rue Viard;64000;64445;Pau;43.3032;-0.373108;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;51;2021-05-03 08:59:01.549208;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1888;CP - US de Gradignan / Centre Pénitentiaire Bordeaux-Gradignan;641743;0.89;33192_3927;;Rue du Bourdillat;33170;33192;Gradignan;44.7802;-0.594435;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;18269;2021-05-07 15:44:04.18907;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1896;MA - US de Niort / Maison d'Arrêt de Niort;101656;0.97;79191_5090_00001;1;Rue du Sanitat;79000;79191;Niort;46.3242;-0.466771;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;18692;2021-03-15 10:07:49.118921;non;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;f;;;;;;USMP;t;f;t;f;{USMP}
1893;MA - US CH COTE BASQUE / Maison d'Arrêt de Bayonne;101626;0.97;64102_0530_00044;44;Rue Charles Floquet;64100;64102;Bayonne;43.4918;-1.4633;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;;21556;2021-04-02 14:30:41.364495;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
1904;CP - US de Villeneuve Les Maguelone / Centre Pénitentiaire de Villeneuve-les-Maguelone;648358;0.96;34337_0070;"";Avenue du Moulin de la Jasse;34750;34337;Villeneuve-lès-Maguelone;43.5475;3.83031;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1905;MA - US / Maison d'Arrêt de Mende;101593;0.97;48095_1188_00037;37;Chemin de Séjalan;48000;48095;Mende;44.5164;3.49283;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1906;CP - Hôpitaux de Lannemezan / Centre Pénitentiaire de Lannemezan;912146;0.96;65258_0561;"";Rue des Saligues;65300;65258;Lannemezan;43.1087;0.376451;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1907;MA - TARBES / Centre Pénitentiaire de Lannemezan;912146;0.96;65258_0561;"";Rue des Saligues;65300;65258;Lannemezan;43.1087;0.376451;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1908;CP - USMP / Centre Pénitentiaire de Perpignan;912155;0.9;66136_3174;"";Chemin de Mailloles;66000;66136;Perpignan;42.6801;2.86807;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1909;MA - US  Albi / Maison d'Arrêt d'Albi;101658;0.78;81004_0110_00030;30;Rue André Imbert;81000;81004;Albi;43.9175;2.12428;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1910;EPM - US EPM LAVAUR / Centre de Détention de Saint-Sulpice-la-Pointe;101745;0.76;81271_0136_00017;17;Chemin des Pescayres;81370;81271;Saint-Sulpice-la-Pointe;43.7762;1.69325;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1911;CD - US SAINT SULPICE / Centre de Détention de Saint-Sulpice-la-Pointe;101745;0.76;81271_0136_00017;17;Chemin des Pescayres;81370;81271;Saint-Sulpice-la-Pointe;43.7762;1.69325;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1912;MA - US de Montauban / Maison d'Arrêt de Montauban;101659;0.98;82121_0640_00250;250;Avenue Beausoleil;82000;82121;Montauban;44.0081;1.36269;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1913;MA - US UF 2760 CH DIGNE / Maison d'Arrêt de Digne-les-Bains;101531;0.79;04070_1420;"";Montée Saint-Charles;04000;04070;Digne-les-Bains;44.0918;6.23476;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1914;MA - US Gap / Maison d'Arrêt de Gap;101532;0.96;05061_1090_00001;1;Place Grenette;05000;05061;Gap;44.5599;6.07759;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
1915;MA - US GRASSE / Maison d'Arrêt de Grasse;101533;0.96;06069_2047_00055;55;Route des Genets;06130;06069;Grasse;43.6746;6.90668;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
